0.000000000000000000e+00,1.000000000000000000e+02
8.030000000000000000e+02,9.919287614989465851e+01
1.193000000000000000e+03,9.947212813423605837e+01
5.670000000000000000e+03,9.920142630404787099e+01
7.481000000000000000e+03,9.922372031451618568e+01
2.726600000000000000e+04,9.865991411654658805e+01
2.754100000000000000e+04,9.772691656355841872e+01
2.962300000000000000e+04,9.787871192682403887e+01
2.975900000000000000e+04,9.793058084889173642e+01
3.692700000000000000e+04,9.814755649689196559e+01
4.271600000000000000e+04,9.829163077179470065e+01
4.735500000000000000e+04,9.816690959518327020e+01
5.395000000000000000e+04,9.779947433155879821e+01
5.547100000000000000e+04,9.775690371476650853e+01
5.906000000000000000e+04,9.709834197657879429e+01
6.105400000000000000e+04,9.604561484326210064e+01
6.179900000000000000e+04,9.661859517518325902e+01
6.548200000000000000e+04,9.626135375382776260e+01
6.563200000000000000e+04,9.726204593748164484e+01
8.217800000000000000e+04,9.663510964556087401e+01
1.006890000000000000e+05,9.706531720207580349e+01
1.013030000000000000e+05,9.660235373025403760e+01
1.040200000000000000e+05,9.638954476346852118e+01
1.043500000000000000e+05,9.601429870051877913e+01
1.081920000000000000e+05,9.592490368562869207e+01
1.088520000000000000e+05,9.526047798117785703e+01
1.126170000000000000e+05,9.556483193503156315e+01
1.144780000000000000e+05,9.508640175296039843e+01
1.180780000000000000e+05,9.434027861606305976e+01
1.193110000000000000e+05,9.426751861595268167e+01
1.210680000000000000e+05,9.391346248298364685e+01
1.245420000000000000e+05,9.410114165901059380e+01
1.261400000000000000e+05,9.379715197823804829e+01
1.283670000000000000e+05,9.372731927295475884e+01
1.313950000000000000e+05,9.318158617073122230e+01
1.334380000000000000e+05,9.316209277194040794e+01
1.376930000000000000e+05,9.334695216263484951e+01
1.378020000000000000e+05,9.288122661353207832e+01
1.396440000000000000e+05,9.309062252417477623e+01
1.443240000000000000e+05,9.263975063048685854e+01
1.447970000000000000e+05,9.292648248718231230e+01
1.463860000000000000e+05,9.337339225646897489e+01
1.481130000000000000e+05,9.272809054044937227e+01
1.485750000000000000e+05,9.256047289542149770e+01
1.508470000000000000e+05,9.235468712264096780e+01
1.579310000000000000e+05,9.180908203414081470e+01
1.584180000000000000e+05,9.207085049160359347e+01
1.589260000000000000e+05,9.295625050774947340e+01
1.620890000000000000e+05,9.273251731832760925e+01
1.667850000000000000e+05,9.339063638661123434e+01
1.674820000000000000e+05,9.269847478501843341e+01
1.688310000000000000e+05,9.216214039756785326e+01
1.714950000000000000e+05,9.222740963186632257e+01
1.716970000000000000e+05,9.306211512121595320e+01
1.747090000000000000e+05,9.272578116988374575e+01
1.829370000000000000e+05,9.202564627870901859e+01
1.833270000000000000e+05,9.236129876708632480e+01
1.884500000000000000e+05,9.122696923601469621e+01
1.972720000000000000e+05,9.062278478174705754e+01
1.977660000000000000e+05,9.110264313445661344e+01
2.074000000000000000e+05,9.097448837575481662e+01
2.135800000000000000e+05,9.122627023968051674e+01
2.148850000000000000e+05,9.167296135329647200e+01
2.212120000000000000e+05,9.178696580486550261e+01
2.213890000000000000e+05,9.183152791230722300e+01
2.244010000000000000e+05,9.159150445438052657e+01
2.272650000000000000e+05,9.182842134675580326e+01
2.287260000000000000e+05,9.095187570859437187e+01
2.288960000000000000e+05,9.045764531739744996e+01
2.340850000000000000e+05,8.977399499002176242e+01
2.393550000000000000e+05,8.977989014887131702e+01
2.453430000000000000e+05,8.971616259501730894e+01
