"jumpTimes","jumpSizes"
0,100
407,99.8068268105562
3465,100.19478493499
7095,99.6511295561477
8711,99.6603957953804
13689,100.01868787695
17063,98.878002297062
23397,98.1194055984003
35045,97.8692698862873
36224,98.7334164090773
39881,98.8552424258049
42519,97.6237236911609
43410,97.3359343955841
49062,96.994724086974
60364,97.1873320274707
65339,96.3176437701566
66290,95.866224233856
70741,95.8932705966986
77301,96.084699014979
78001,96.7468054082072
86661,96.5576555980132
88431,96.261537002994
92384,96.1752285511848
97128,97.2819117495
103664,97.0922566911124
105043,97.6758596862505
105694,98.0370787636036
115665,97.9913902187634
118883,98.1540399236298
124090,98.694239107099
124397,98.2906656866624
125327,98.2276993396052
139392,98.5926254531992
146378,98.6659106292962
154107,99.0974396948415
154749,99.3147140452451
160043,99.1168836919434
161816,98.8101453850954
176402,99.1422759805234
179676,98.5423790684507
187026,98.4868532659319
189400,99.2001988761852
190205,99.2623705118062
190997,100.01878766672
195453,100.97048196179
196102,101.384431202511
202336,102.003134035411
203703,101.361228713511
211623,101.45862216582
216759,100.993569060862
217655,100.829870389268
221038,101.407166445421
221743,100.681829253797
223056,100.145898176116
223967,100.416844239279
225772,101.281215938714
228543,101.083070359076
229491,100.313593532518
231269,100.524652941406
239960,100.552353764429
241348,100.670833599571
242476,101.012549157122
248638,101.489663549904
250438,101.204887694122
252401,100.426650538203
253308,100.584179965936
268383,100.341450599577
275964,99.7893792891924
276731,99.5964961014387
283476,100.520815250013
285110,100.966314105198
287740,101.556880904048
288558,101.391808159992
288583,101.140216524875
289481,102.183000333166
289727,101.712813350654
297174,101.72654824779
