"jumpTimes","jumpSizes"
0,100
5993,100.233362601289
19777,100.309163884622
25829,100.477740222821
28059,99.6272993927737
28206,100.972027914591
28469,101.106227992823
30927,101.336819013277
39702,102.134084337416
42771,101.521239830518
43532,100.927007434584
44057,101.09848961617
51157,100.282079076298
52614,99.9550047425273
57853,100.522083828561
63794,99.9312793000115
66622,99.7334542592255
72710,99.9105728411537
86797,99.5616357253776
87329,99.6559320090342
87464,100.392260934432
95409,100.440105025061
96677,99.5832789210258
102926,99.3476553448244
113287,99.5424290888949
116103,98.8050225072412
117097,98.0688972268717
120713,98.0847133424328
126887,98.1438730949512
127387,98.5583521705257
134330,98.3779635999445
138308,98.0388270853844
141503,97.739102408686
145219,98.0937047880737
149774,97.9771595780433
154062,98.1388126482057
157302,98.3474329839922
161083,99.5859347987055
162734,99.2357098493406
165334,98.9993750366499
169615,97.9016664956401
173086,97.2749100052307
173726,96.9272775007399
176376,96.1640664883798
176699,96.2639749510472
182570,96.9896665633756
192319,97.2668857797586
193061,97.9275916252614
193367,97.1645703883867
198243,97.2554540774804
198558,97.3118834448359
201532,97.9947606953361
202673,98.659116203952
204080,98.7655345517527
207230,98.1922885329593
207654,97.2889022215911
208043,97.1396631363562
209898,96.7997696724436
210625,97.1201483199854
213840,97.6400388514948
214014,97.1381488216056
214281,96.8100122951909
216557,96.6461218763481
222917,96.1471345454807
225667,95.5832508993102
230656,95.5308559227679
232019,94.29844704773
232945,93.5457913570364
235604,93.8053882565646
237500,93.1882690131402
238592,92.5008112264556
240149,92.3972133643071
245118,92.0172279125635
249594,91.7920120542822
258574,92.0288104365219
259850,91.631399238209
261330,91.5615821021419
268350,92.0444382110142
270937,92.1346343382161
273115,92.5451268543912
283529,92.1922376419727
285344,92.9761964080578
289797,93.0803484726696
291836,93.7865258248885
292570,93.5898682651243
295072,94.2925098157336
