"jumpTimes","jumpSizes"
0,100
4436,99.2445638320803
4924,99.3510714883361
4925,98.9088173909877
5603,99.1876374449878
5854,98.7334372315113
7966,99.4886084955027
20931,99.7865929284538
25064,99.2610612891099
27451,98.7065939938768
30477,98.8769643502398
34099,99.1047618292068
38691,98.8174782616053
49383,99.2581772260344
51972,98.8600223115404
53991,99.2095843199437
55729,98.8622375689543
62168,98.2931221575063
75724,98.9075973144313
80321,99.4137834598803
86762,98.9359421410425
87621,99.3463353148228
89240,98.5258693344597
93863,98.4362779428735
95025,98.9432901386224
95039,99.2690589551788
101499,99.3803845109026
102506,99.1425156985826
107413,98.9365472658619
117224,98.770633744893
117619,98.231236347552
132723,98.4484089856408
136697,97.8472090996522
142192,99.0305406230825
144775,99.0990994509544
146667,99.5508319040018
157634,99.5962510336054
160668,99.0402915389773
161201,99.9641358235709
166354,99.7813355529478
174619,101.419204811119
179855,101.537306690628
180140,101.242749940797
192032,101.933977351895
192258,101.687470763135
192567,100.942596827495
198328,100.697784938633
206878,100.502154487307
210262,100.493884516485
226356,101.4139759629
248322,100.965756798972
248621,101.155641121382
258737,101.780955958965
260022,100.92031089114
261181,100.744902618777
265249,100.815931715501
267362,100.681224830689
270478,99.3297820567343
294711,99.3975975497397
295623,99.8134490285709
