"jumpTimes","jumpSizes"
0,100
6056,99.9940058970669
7073,100.368940807664
7819,101.098616758291
9443,101.439627151009
9910,100.833173864943
14848,100.458789337741
20583,101.13200442555
22966,100.638291652081
29567,101.353151750838
29858,100.757608170973
33794,100.940496560342
34258,101.214996844691
34913,101.198633174862
38306,100.536898963095
41913,101.581304751664
42190,101.40826592791
42652,102.288991309701
42846,103.202538224435
50990,103.50468063815
52641,103.283826555921
59278,103.226490264721
67250,103.892882334588
68392,104.11557376942
77622,104.448716834667
80705,103.876542911396
98043,104.142975825834
107694,103.966839780214
107748,103.269289278199
114450,103.128793879112
116293,102.546184691183
116682,103.721187651789
120747,103.095995514946
125513,103.067296260944
130087,102.583289841103
139284,102.633149930541
144832,101.995098459658
149719,101.275084501425
150423,101.367923277472
150495,101.730600716894
161951,101.325373006874
162452,101.641524530155
170570,101.178478139733
171868,101.371336180598
173132,101.618004570522
177492,101.999367520972
177561,101.911567126201
177697,102.094641538117
179199,102.71240176106
179897,103.401836840937
182313,103.28257743241
183661,103.38959984236
191151,102.93822996436
195861,103.274716752994
196050,103.610659778752
203216,103.716046388386
210314,103.508510242467
211683,104.285420733004
216694,104.429918648976
218844,103.924491903782
220490,104.730510603946
221048,104.117101704956
226073,104.417083046596
234823,104.575963392711
235424,104.155873714728
241756,104.626759004334
243255,104.922164260828
253081,105.22962810885
255366,105.365478462905
266508,105.19640171637
269513,105.459808865071
277331,104.76487664928
279549,104.638781645839
282240,105.142379352594
298198,105.287666527369
299869,105.076299527134
