"jumpTimes","jumpSizes"
0,100
1017,99.9010003605376
4521,100.918953395893
5243,101.31374760996
13974,101.55925536842
14862,100.644319572475
19493,100.344490723411
20637,100.456223812924
22730,100.174574399395
26431,99.8878842760383
27314,99.3979266883776
30122,99.9340591763054
31226,99.5920589700923
39478,98.8168856472979
42122,98.5267203129961
44825,98.3333697916587
45780,98.6933860741959
51270,98.638765259408
61961,99.3730068792122
71185,100.172507100362
73397,100.20897275962
75791,100.009306999019
76459,100.470260974075
77789,100.547083912264
82413,99.8778417509943
89717,100.22805318666
90393,99.6708869234399
91481,99.2606693849385
102192,99.5410726501469
102374,100.136221532956
103316,99.4577617550403
108017,99.2989463180089
108608,99.2589375363655
108661,98.8306570843122
111267,99.4847873225828
118374,99.7269066535765
125016,99.329645986773
125641,99.3112957986327
136584,100.112098142089
136807,100.202444348178
142570,101.270233636485
142734,101.259229146896
144232,100.965992761776
145008,100.537228782446
156044,100.04697890245
159448,99.7114735433984
166121,99.9732452823712
180826,100.690513980642
189145,101.346496847413
190612,102.748570489702
193911,102.342251963452
195434,102.502403780387
195590,102.47648945433
196806,102.072448459425
200751,102.902061242717
205035,103.154915143317
205787,103.786788966989
206833,103.232634630698
207685,103.081204722536
213431,103.332073372271
218370,103.452041023394
218428,103.975785041036
219933,104.633867930389
223759,105.128111362678
229223,104.435533515035
231298,104.588542648769
231958,104.413084001729
232720,104.664644057916
233870,105.841761370824
235663,104.982142901553
236065,104.793169344078
239553,104.711813946999
241624,104.831568122129
257009,105.514966725177
260741,104.607431240226
265456,105.520903482355
275585,105.288974939256
275935,105.869255976787
276060,106.318324403072
276303,106.049815753534
278120,106.44287593211
292024,106.732528332386
