3.021000000000000000e+03,0.000000000000000000e+00
7.535000000000000000e+03,1.000000000000000000e+00
1.014000000000000000e+04,1.000000000000000000e+00
1.522600000000000000e+04,0.000000000000000000e+00
1.589000000000000000e+04,1.000000000000000000e+00
1.770000000000000000e+04,0.000000000000000000e+00
2.570000000000000000e+04,0.000000000000000000e+00
3.526600000000000000e+04,1.000000000000000000e+00
4.113200000000000000e+04,0.000000000000000000e+00
5.211900000000000000e+04,0.000000000000000000e+00
5.566600000000000000e+04,0.000000000000000000e+00
5.839300000000000000e+04,0.000000000000000000e+00
6.011600000000000000e+04,0.000000000000000000e+00
6.035600000000000000e+04,1.000000000000000000e+00
6.794300000000000000e+04,0.000000000000000000e+00
6.985500000000000000e+04,1.000000000000000000e+00
7.361800000000000000e+04,1.000000000000000000e+00
7.503600000000000000e+04,1.000000000000000000e+00
7.672800000000000000e+04,1.000000000000000000e+00
7.935300000000000000e+04,1.000000000000000000e+00
8.020900000000000000e+04,0.000000000000000000e+00
8.029100000000000000e+04,1.000000000000000000e+00
8.228800000000000000e+04,1.000000000000000000e+00
8.563100000000000000e+04,0.000000000000000000e+00
8.913400000000000000e+04,1.000000000000000000e+00
8.996700000000000000e+04,0.000000000000000000e+00
9.745000000000000000e+04,1.000000000000000000e+00
1.049740000000000000e+05,1.000000000000000000e+00
1.178690000000000000e+05,1.000000000000000000e+00
1.193690000000000000e+05,1.000000000000000000e+00
1.203600000000000000e+05,1.000000000000000000e+00
1.211980000000000000e+05,1.000000000000000000e+00
1.283950000000000000e+05,0.000000000000000000e+00
1.329090000000000000e+05,0.000000000000000000e+00
1.430790000000000000e+05,1.000000000000000000e+00
1.566100000000000000e+05,0.000000000000000000e+00
1.712600000000000000e+05,1.000000000000000000e+00
1.795220000000000000e+05,1.000000000000000000e+00
1.821580000000000000e+05,1.000000000000000000e+00
1.855680000000000000e+05,0.000000000000000000e+00
2.028830000000000000e+05,1.000000000000000000e+00
2.078250000000000000e+05,0.000000000000000000e+00
2.085490000000000000e+05,0.000000000000000000e+00
2.106480000000000000e+05,0.000000000000000000e+00
2.111520000000000000e+05,0.000000000000000000e+00
2.128970000000000000e+05,0.000000000000000000e+00
2.129750000000000000e+05,1.000000000000000000e+00
2.150380000000000000e+05,1.000000000000000000e+00
2.163550000000000000e+05,0.000000000000000000e+00
2.171490000000000000e+05,1.000000000000000000e+00
2.337360000000000000e+05,0.000000000000000000e+00
2.362860000000000000e+05,0.000000000000000000e+00
2.390460000000000000e+05,0.000000000000000000e+00
2.445390000000000000e+05,1.000000000000000000e+00
